Title,URL,Price,Quantity
Equal Is Unfair: America's Misguided Fight Against Income Inequality,http://books.toscrape.com/catalogue/category../../equal-is-unfair-americas-misguided-fight-against-income-inequality_617/index.html,£56.86,12
Eleanor & Park,http://books.toscrape.com/catalogue/category../../eleanor-park_616/index.html,£56.51,12
Dirty (Dive Bar #1),http://books.toscrape.com/catalogue/category../../dirty-dive-bar-1_615/index.html,£40.83,12
Can You Keep a Secret? (Fear Street Relaunch #4),http://books.toscrape.com/catalogue/category../../can-you-keep-a-secret-fear-street-relaunch-4_614/index.html,£48.64,12
Boar Island (Anna Pigeon #19),http://books.toscrape.com/catalogue/category../../boar-island-anna-pigeon-19_613/index.html,£59.48,12
A Paris Apartment,http://books.toscrape.com/catalogue/category../../a-paris-apartment_612/index.html,£39.01,12
"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",http://books.toscrape.com/catalogue/category../../a-la-mode-120-recipes-in-60-pairings-pies-tarts-cakes-crisps-and-more-topped-with-ice-cream-gelato-frozen-custard-and-more_611/index.html,£38.77,12
Troublemaker: Surviving Hollywood and Scientology,http://books.toscrape.com/catalogue/category../../troublemaker-surviving-hollywood-and-scientology_610/index.html,£48.39,11
The Widow,http://books.toscrape.com/catalogue/category../../the-widow_609/index.html,£27.26,11
"The Sleep Revolution: Transforming Your Life, One Night at a Time",http://books.toscrape.com/catalogue/category../../the-sleep-revolution-transforming-your-life-one-night-at-a-time_608/index.html,£11.68,11
The Improbability of Love,http://books.toscrape.com/catalogue/category../../the-improbability-of-love_607/index.html,£59.45,11
The Art of Startup Fundraising,http://books.toscrape.com/catalogue/category../../the-art-of-startup-fundraising_606/index.html,£21.00,11
Take Me Home Tonight (Rock Star Romance #3),http://books.toscrape.com/catalogue/category../../take-me-home-tonight-rock-star-romance-3_605/index.html,£53.98,11
Sleeping Giants (Themis Files #1),http://books.toscrape.com/catalogue/category../../sleeping-giants-themis-files-1_604/index.html,£48.74,11
"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",http://books.toscrape.com/catalogue/category../../setting-the-world-on-fire-the-brief-astonishing-life-of-st-catherine-of-siena_603/index.html,£21.15,11
Playing with Fire,http://books.toscrape.com/catalogue/category../../playing-with-fire_602/index.html,£13.71,11
Off the Hook (Fishing for Trouble #1),http://books.toscrape.com/catalogue/category../../off-the-hook-fishing-for-trouble-1_601/index.html,£47.67,11
Mothering Sunday,http://books.toscrape.com/catalogue/category../../mothering-sunday_600/index.html,£13.34,11
"Mother, Can You Not?",http://books.toscrape.com/catalogue/category../../mother-can-you-not_599/index.html,£16.89,11
M Train,http://books.toscrape.com/catalogue/category../../m-train_598/index.html,£27.18,11
Lilac Girls,http://books.toscrape.com/catalogue/category../../lilac-girls_597/index.html,£17.28,11
Lies and Other Acts of Love,http://books.toscrape.com/catalogue/category../../lies-and-other-acts-of-love_596/index.html,£45.14,11
Lab Girl,http://books.toscrape.com/catalogue/category../../lab-girl_595/index.html,£40.85,11
Keep Me Posted,http://books.toscrape.com/catalogue/category../../keep-me-posted_594/index.html,£20.46,11
It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,http://books.toscrape.com/catalogue/category../../it-didnt-start-with-you-how-inherited-family-trauma-shapes-who-we-are-and-how-to-end-the-cycle_593/index.html,£56.27,11
Grey (Fifty Shades #4),http://books.toscrape.com/catalogue/category../../grey-fifty-shades-4_592/index.html,£48.49,11
"Exit, Pursued by a Bear",http://books.toscrape.com/catalogue/category../../exit-pursued-by-a-bear_591/index.html,£51.34,11
Daredevils,http://books.toscrape.com/catalogue/category../../daredevils_590/index.html,£16.34,11
Cravings: Recipes for What You Want to Eat,http://books.toscrape.com/catalogue/category../../cravings-recipes-for-what-you-want-to-eat_589/index.html,£20.50,11
Born for This: How to Find the Work You Were Meant to Do,http://books.toscrape.com/catalogue/category../../born-for-this-how-to-find-the-work-you-were-meant-to-do_588/index.html,£21.59,11
Arena,http://books.toscrape.com/catalogue/category../../arena_587/index.html,£21.36,11
Adultery,http://books.toscrape.com/catalogue/category../../adultery_586/index.html,£20.88,11
A Mother's Reckoning: Living in the Aftermath of Tragedy,http://books.toscrape.com/catalogue/category../../a-mothers-reckoning-living-in-the-aftermath-of-tragedy_585/index.html,£19.53,11
A Gentleman's Position (Society of Gentlemen #3),http://books.toscrape.com/catalogue/category../../a-gentlemans-position-society-of-gentlemen-3_584/index.html,£14.75,11
11/22/63,http://books.toscrape.com/catalogue/category../../112263_583/index.html,£48.48,11
"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",http://books.toscrape.com/catalogue/category../../10-happier-how-i-tamed-the-voice-in-my-head-reduced-stress-without-losing-my-edge-and-found-self-help-that-actually-works_582/index.html,£24.57,10
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,http://books.toscrape.com/catalogue/category../../10-day-green-smoothie-cleanse-lose-up-to-15-pounds-in-10-days_581/index.html,£49.71,10
Without Shame,http://books.toscrape.com/catalogue/category../../without-shame_580/index.html,£48.27,9 
Watchmen,http://books.toscrape.com/catalogue/category../../watchmen_579/index.html,£58.05,9 
Unlimited Intuition Now,http://books.toscrape.com/catalogue/category../../unlimited-intuition-now_578/index.html,£58.87,9 
Underlying Notes,http://books.toscrape.com/catalogue/category../../underlying-notes_577/index.html,£11.82,9 
The Shack,http://books.toscrape.com/catalogue/category../../the-shack_576/index.html,£28.03,9 
The New Brand You: Your New Image Makes the Sale for You,http://books.toscrape.com/catalogue/category../../the-new-brand-you-your-new-image-makes-the-sale-for-you_575/index.html,£44.05,9 
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",http://books.toscrape.com/catalogue/category../../the-moosewood-cookbook-recipes-from-moosewood-restaurant-ithaca-new-york_574/index.html,£12.34,9 
The Flowers Lied,http://books.toscrape.com/catalogue/category../../the-flowers-lied_573/index.html,£16.68,9 
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",http://books.toscrape.com/catalogue/category../../the-fabric-of-the-cosmos-space-time-and-the-texture-of-reality_572/index.html,£55.91,9 
The Book of Mormon,http://books.toscrape.com/catalogue/category../../the-book-of-mormon_571/index.html,£24.57,9 
The Art and Science of Low Carbohydrate Living,http://books.toscrape.com/catalogue/category../../the-art-and-science-of-low-carbohydrate-living_570/index.html,£52.98,9 
The Alien Club,http://books.toscrape.com/catalogue/category../../the-alien-club_569/index.html,£54.40,9 
Suzie Snowflake: One beautiful flake (a self-esteem story),http://books.toscrape.com/catalogue/category../../suzie-snowflake-one-beautiful-flake-a-self-esteem-story_568/index.html,£54.81,9 
Nap-a-Roo,http://books.toscrape.com/catalogue/category../../nap-a-roo_567/index.html,£25.08,9 
"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",http://books.toscrape.com/catalogue/category../../nano-what-now-finding-your-editing-process-revising-your-nanowrimo-book-and-building-a-writing-career-through-publishing-and-beyond_566/index.html,£10.41,9 
Modern Day Fables,http://books.toscrape.com/catalogue/category../../modern-day-fables_565/index.html,£47.44,9 
If I Gave You God's Phone Number....: Searching for Spirituality in America,http://books.toscrape.com/catalogue/category../../if-i-gave-you-gods-phone-number-searching-for-spirituality-in-america_564/index.html,£20.91,9 
"Fruits Basket, Vol. 9 (Fruits Basket #9)",http://books.toscrape.com/catalogue/category../../fruits-basket-vol-9-fruits-basket-9_563/index.html,£33.95,9 
Dress Your Family in Corduroy and Denim,http://books.toscrape.com/catalogue/category../../dress-your-family-in-corduroy-and-denim_562/index.html,£43.68,9 
Don't Forget Steven,http://books.toscrape.com/catalogue/category../../dont-forget-steven_561/index.html,£33.23,9 
Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,http://books.toscrape.com/catalogue/category../../chernobyl-012340-the-incredible-true-story-of-the-worlds-worst-nuclear-disaster_560/index.html,£35.92,9 
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,http://books.toscrape.com/catalogue/category../../art-and-fear-observations-on-the-perils-and-rewards-of-artmaking_559/index.html,£48.63,9 
A Shard of Ice (The Black Symphony Saga #1),http://books.toscrape.com/catalogue/category../../a-shard-of-ice-the-black-symphony-saga-1_558/index.html,£56.63,9 
A Hero's Curse (The Unseen Chronicles #1),http://books.toscrape.com/catalogue/category../../a-heros-curse-the-unseen-chronicles-1_557/index.html,£50.49,9 
23 Degrees South: A Tropical Tale of Changing Whether...,http://books.toscrape.com/catalogue/category../../23-degrees-south-a-tropical-tale-of-changing-whether_556/index.html,£35.79,9 
"Zero to One: Notes on Startups, or How to Build the Future",http://books.toscrape.com/catalogue/category../../zero-to-one-notes-on-startups-or-how-to-build-the-future_555/index.html,£34.06,8 
Why Not Me?,http://books.toscrape.com/catalogue/category../../why-not-me_554/index.html,£17.76,8 
When Breath Becomes Air,http://books.toscrape.com/catalogue/category../../when-breath-becomes-air_553/index.html,£39.36,8 
Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,http://books.toscrape.com/catalogue/category../../vagabonding-an-uncommon-guide-to-the-art-of-long-term-world-travel_552/index.html,£36.94,8 
The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),http://books.toscrape.com/catalogue/category../../the-unlikely-pilgrimage-of-harold-fry-harold-fry-1_551/index.html,£43.62,8 
The New Drawing on the Right Side of the Brain,http://books.toscrape.com/catalogue/category../../the-new-drawing-on-the-right-side-of-the-brain_550/index.html,£43.02,8 
"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",http://books.toscrape.com/catalogue/category../../the-midnight-assassin-panic-scandal-and-the-hunt-for-americas-first-serial-killer_549/index.html,£28.45,8 
The Martian (The Martian #1),http://books.toscrape.com/catalogue/category../../the-martian-the-martian-1_548/index.html,£41.39,8 
The High Mountains of Portugal,http://books.toscrape.com/catalogue/category../../the-high-mountains-of-portugal_547/index.html,£51.15,8 
The Grownup,http://books.toscrape.com/catalogue/category../../the-grownup_546/index.html,£35.88,8 
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,http://books.toscrape.com/catalogue/category../../the-e-myth-revisited-why-most-small-businesses-dont-work-and-what-to-do-about-it_545/index.html,£36.91,8 
South of Sunshine,http://books.toscrape.com/catalogue/category../../south-of-sunshine_544/index.html,£28.93,8 
Smarter Faster Better: The Secrets of Being Productive in Life and Business,http://books.toscrape.com/catalogue/category../../smarter-faster-better-the-secrets-of-being-productive-in-life-and-business_543/index.html,£38.89,8 
Silence in the Dark (Logan Point #4),http://books.toscrape.com/catalogue/category../../silence-in-the-dark-logan-point-4_542/index.html,£58.33,8 
Shadows of the Past (Logan Point #1),http://books.toscrape.com/catalogue/category../../shadows-of-the-past-logan-point-1_541/index.html,£39.67,8 
Roller Girl,http://books.toscrape.com/catalogue/category../../roller-girl_540/index.html,£14.10,8 
Rising Strong,http://books.toscrape.com/catalogue/category../../rising-strong_539/index.html,£21.82,8 
Proofs of God: Classical Arguments from Tertullian to Barth,http://books.toscrape.com/catalogue/category../../proofs-of-god-classical-arguments-from-tertullian-to-barth_538/index.html,£54.21,8 
Please Kill Me: The Uncensored Oral History of Punk,http://books.toscrape.com/catalogue/category../../please-kill-me-the-uncensored-oral-history-of-punk_537/index.html,£31.19,8 
Out of Print: City Lights Spotlight No. 14,http://books.toscrape.com/catalogue/category../../out-of-print-city-lights-spotlight-no-14_536/index.html,£53.64,8 
My Life Next Door (My Life Next Door ),http://books.toscrape.com/catalogue/category../../my-life-next-door-my-life-next-door_535/index.html,£36.39,8 
Miller's Valley,http://books.toscrape.com/catalogue/category../../millers-valley_534/index.html,£58.54,8 
Man's Search for Meaning,http://books.toscrape.com/catalogue/category../../mans-search-for-meaning_533/index.html,£29.48,8 
"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",http://books.toscrape.com/catalogue/category../../love-that-boy-what-two-presidents-eight-road-trips-and-my-son-taught-me-about-a-parents-expectations_532/index.html,£25.06,8 
Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,http://books.toscrape.com/catalogue/category../../living-forward-a-proven-plan-to-stop-drifting-and-get-the-life-you-want_531/index.html,£12.55,8 
Les Fleurs du Mal,http://books.toscrape.com/catalogue/category../../les-fleurs-du-mal_530/index.html,£29.04,8 
Left Behind (Left Behind #1),http://books.toscrape.com/catalogue/category../../left-behind-left-behind-1_529/index.html,£40.72,8 
Kill 'Em and Leave: Searching for James Brown and the American Soul,http://books.toscrape.com/catalogue/category../../kill-em-and-leave-searching-for-james-brown-and-the-american-soul_528/index.html,£45.05,8 
Kierkegaard: A Christian Missionary to Christians,http://books.toscrape.com/catalogue/category../../kierkegaard-a-christian-missionary-to-christians_527/index.html,£47.13,8 
John Vassos: Industrial Design for Modern Life,http://books.toscrape.com/catalogue/category../../john-vassos-industrial-design-for-modern-life_526/index.html,£20.22,8 
I'll Give You the Sun,http://books.toscrape.com/catalogue/category../../ill-give-you-the-sun_525/index.html,£56.48,8 
I Will Find You,http://books.toscrape.com/catalogue/category../../i-will-find-you_524/index.html,£44.21,8 
Hystopia: A Novel,http://books.toscrape.com/catalogue/category../../hystopia-a-novel_523/index.html,£21.96,8 
Howl and Other Poems,http://books.toscrape.com/catalogue/category../../howl-and-other-poems_522/index.html,£40.45,8 
History of Beauty,http://books.toscrape.com/catalogue/category../../history-of-beauty_521/index.html,£10.29,8 
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,http://books.toscrape.com/catalogue/category../../heaven-is-for-real-a-little-boys-astounding-story-of-his-trip-to-heaven-and-back_520/index.html,£52.86,8 
Future Shock (Future Shock #1),http://books.toscrape.com/catalogue/category../../future-shock-future-shock-1_519/index.html,£55.65,8 
Ender's Game (The Ender Quintet #1),http://books.toscrape.com/catalogue/category../../enders-game-the-ender-quintet-1_518/index.html,£43.64,8 
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,http://books.toscrape.com/catalogue/category../../diary-of-a-citizen-scientist-chasing-tiger-beetles-and-other-new-ways-of-engaging-the-world_517/index.html,£28.41,8 
Death by Leisure: A Cautionary Tale,http://books.toscrape.com/catalogue/category../../death-by-leisure-a-cautionary-tale_516/index.html,£37.51,8 
Brilliant Beacons: A History of the American Lighthouse,http://books.toscrape.com/catalogue/category../../brilliant-beacons-a-history-of-the-american-lighthouse_515/index.html,£11.45,8 
Brazen: The Courage to Find the You That's Been Hiding,http://books.toscrape.com/catalogue/category../../brazen-the-courage-to-find-the-you-thats-been-hiding_514/index.html,£19.22,8 
Between the World and Me,http://books.toscrape.com/catalogue/category../../between-the-world-and-me_513/index.html,£56.91,8 
Being Mortal: Medicine and What Matters in the End,http://books.toscrape.com/catalogue/category../../being-mortal-medicine-and-what-matters-in-the-end_512/index.html,£55.06,8 
"A Murder Over a Girl: Justice, Gender, Junior High",http://books.toscrape.com/catalogue/category../../a-murder-over-a-girl-justice-gender-junior-high_511/index.html,£13.20,8 
32 Yolks,http://books.toscrape.com/catalogue/category../../32-yolks_510/index.html,£53.63,8 
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",http://books.toscrape.com/catalogue/category../../most-blessed-of-the-patriarchs-thomas-jefferson-and-the-empire-of-the-imagination_509/index.html,£44.48,8 
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,http://books.toscrape.com/catalogue/category../../you-are-a-badass-how-to-stop-doubting-your-greatness-and-start-living-an-awesome-life_508/index.html,£12.08,7 
Wildlife of New York: A Five-Borough Coloring Book,http://books.toscrape.com/catalogue/category../../wildlife-of-new-york-a-five-borough-coloring-book_507/index.html,£22.14,7 
What Happened on Beale Street (Secrets of the South Mysteries #2),http://books.toscrape.com/catalogue/category../../what-happened-on-beale-street-secrets-of-the-south-mysteries-2_506/index.html,£25.37,7 
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,http://books.toscrape.com/catalogue/category../../unreasonable-hope-finding-faith-in-the-god-who-brings-purpose-to-your-pain_505/index.html,£46.33,7 
Under the Tuscan Sun,http://books.toscrape.com/catalogue/category../../under-the-tuscan-sun_504/index.html,£37.33,7 
Toddlers Are A**holes: It's Not Your Fault,http://books.toscrape.com/catalogue/category../../toddlers-are-aholes-its-not-your-fault_503/index.html,£25.55,7 
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,http://books.toscrape.com/catalogue/category../../the-year-of-living-biblically-one-mans-humble-quest-to-follow-the-bible-as-literally-as-possible_502/index.html,£34.72,7 
The Whale,http://books.toscrape.com/catalogue/category../../the-whale_501/index.html,£35.96,7 
The Story of Art,http://books.toscrape.com/catalogue/category../../the-story-of-art_500/index.html,£41.14,7 
The Origin of Species,http://books.toscrape.com/catalogue/category../../the-origin-of-species_499/index.html,£10.01,7 
The Great Gatsby,http://books.toscrape.com/catalogue/category../../the-great-gatsby_498/index.html,£36.05,7 
The Good Girl,http://books.toscrape.com/catalogue/category../../the-good-girl_497/index.html,£49.03,7 
The Glass Castle,http://books.toscrape.com/catalogue/category../../the-glass-castle_496/index.html,£16.24,7 
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,http://books.toscrape.com/catalogue/category../../the-faith-of-christopher-hitchens-the-restless-soul-of-the-worlds-most-notorious-atheist_495/index.html,£39.55,7 
The Drowning Girls,http://books.toscrape.com/catalogue/category../../the-drowning-girls_494/index.html,£35.67,7 
The Constant Princess (The Tudor Court #1),http://books.toscrape.com/catalogue/category../../the-constant-princess-the-tudor-court-1_493/index.html,£16.62,7 
The Bourne Identity (Jason Bourne #1),http://books.toscrape.com/catalogue/category../../the-bourne-identity-jason-bourne-1_492/index.html,£42.78,7 
The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),http://books.toscrape.com/catalogue/category../../the-bachelor-girls-guide-to-murder-herringford-and-watts-mysteries-1_491/index.html,£52.30,7 
The Art Book,http://books.toscrape.com/catalogue/category../../the-art-book_490/index.html,£32.34,7 
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,http://books.toscrape.com/catalogue/category../../the-7-habits-of-highly-effective-people-powerful-lessons-in-personal-change_489/index.html,£33.17,7 
Team of Rivals: The Political Genius of Abraham Lincoln,http://books.toscrape.com/catalogue/category../../team-of-rivals-the-political-genius-of-abraham-lincoln_488/index.html,£20.12,7 
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,http://books.toscrape.com/catalogue/category../../steal-like-an-artist-10-things-nobody-told-you-about-being-creative_487/index.html,£20.90,7 
"Sit, Stay, Love",http://books.toscrape.com/catalogue/category../../sit-stay-love_486/index.html,£20.90,7 
Sister Dear,http://books.toscrape.com/catalogue/category../../sister-dear_485/index.html,£40.20,7 
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",http://books.toscrape.com/catalogue/category../../shrunken-treasures-literary-classics-short-sweet-and-silly_484/index.html,£52.87,7 
"Rich Dad, Poor Dad",http://books.toscrape.com/catalogue/category../../rich-dad-poor-dad_483/index.html,£51.74,7 
Raymie Nightingale,http://books.toscrape.com/catalogue/category../../raymie-nightingale_482/index.html,£34.41,7 
Playing from the Heart,http://books.toscrape.com/catalogue/category../../playing-from-the-heart_481/index.html,£32.38,7 
Nightstruck: A Novel,http://books.toscrape.com/catalogue/category../../nightstruck-a-novel_480/index.html,£50.35,7 
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",http://books.toscrape.com/catalogue/category../../naturally-lean-125-nourishing-gluten-free-plant-based-recipes-all-under-300-calories_479/index.html,£11.38,7 
Meternity,http://books.toscrape.com/catalogue/category../../meternity_478/index.html,£43.58,7 
Memoirs of a Geisha,http://books.toscrape.com/catalogue/category../../memoirs-of-a-geisha_477/index.html,£49.67,7 
Like Never Before (Walker Family #2),http://books.toscrape.com/catalogue/category../../like-never-before-walker-family-2_476/index.html,£28.77,7 
Life of Pi,http://books.toscrape.com/catalogue/category../../life-of-pi_475/index.html,£13.22,7 
Leave This Song Behind: Teen Poetry at Its Best,http://books.toscrape.com/catalogue/category../../leave-this-song-behind-teen-poetry-at-its-best_474/index.html,£51.17,7 
King's Folly (The Kinsman Chronicles #1),http://books.toscrape.com/catalogue/category../../kings-folly-the-kinsman-chronicles-1_473/index.html,£39.61,7 
John Adams,http://books.toscrape.com/catalogue/category../../john-adams_472/index.html,£57.43,7 
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),http://books.toscrape.com/catalogue/category../../how-to-cook-everything-vegetarian-simple-meatless-recipes-for-great-food-how-to-cook-everything_471/index.html,£46.01,7 
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,http://books.toscrape.com/catalogue/category../../how-to-be-a-domestic-goddess-baking-and-the-art-of-comfort-cooking_470/index.html,£28.25,7 
Good in Bed (Cannie Shapiro #1),http://books.toscrape.com/catalogue/category../../good-in-bed-cannie-shapiro-1_469/index.html,£37.05,7 
"Fruits Basket, Vol. 7 (Fruits Basket #7)",http://books.toscrape.com/catalogue/category../../fruits-basket-vol-7-fruits-basket-7_468/index.html,£19.57,7 
For the Love: Fighting for Grace in a World of Impossible Standards,http://books.toscrape.com/catalogue/category../../for-the-love-fighting-for-grace-in-a-world-of-impossible-standards_467/index.html,£45.13,7 
Finding God in the Ruins: How God Redeems Pain,http://books.toscrape.com/catalogue/category../../finding-god-in-the-ruins-how-god-redeems-pain_466/index.html,£46.64,7 
Every Heart a Doorway (Every Heart A Doorway #1),http://books.toscrape.com/catalogue/category../../every-heart-a-doorway-every-heart-a-doorway-1_465/index.html,£12.16,7 
Delivering the Truth (Quaker Midwife Mystery #1),http://books.toscrape.com/catalogue/category../../delivering-the-truth-quaker-midwife-mystery-1_464/index.html,£20.89,7 
Counted With the Stars (Out from Egypt #1),http://books.toscrape.com/catalogue/category../../counted-with-the-stars-out-from-egypt-1_463/index.html,£17.97,7 
"Chronicles, Vol. 1",http://books.toscrape.com/catalogue/category../../chronicles-vol-1_462/index.html,£52.60,7 
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,http://books.toscrape.com/catalogue/category../../blue-like-jazz-nonreligious-thoughts-on-christian-spirituality_461/index.html,£25.77,7 
Benjamin Franklin: An American Life,http://books.toscrape.com/catalogue/category../../benjamin-franklin-an-american-life_460/index.html,£48.19,7 
"At The Existentialist CafÃ©: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",http://books.toscrape.com/catalogue/category../../at-the-existentialist-cafe-freedom-being-and-apricot-cocktails-with-jean-paul-sartre-simone-de-beauvoir-albert-camus-martin-heidegger-edmund-husserl-karl-jaspers-maurice-merleau-ponty-and-others_459/index.html,£29.93,7 
A Summer In Europe,http://books.toscrape.com/catalogue/category../../a-summer-in-europe_458/index.html,£44.34,7 
A Short History of Nearly Everything,http://books.toscrape.com/catalogue/category../../a-short-history-of-nearly-everything_457/index.html,£52.40,7 
A Gathering of Shadows (Shades of Magic #2),http://books.toscrape.com/catalogue/category../../a-gathering-of-shadows-shades-of-magic-2_456/index.html,£44.81,7 
The Sound Of Love,http://books.toscrape.com/catalogue/category../../the-sound-of-love_455/index.html,£57.84,6 
The Rise and Fall of the Third Reich: A History of Nazi Germany,http://books.toscrape.com/catalogue/category../../the-rise-and-fall-of-the-third-reich-a-history-of-nazi-germany_454/index.html,£39.67,6 
The Perks of Being a Wallflower,http://books.toscrape.com/catalogue/category../../the-perks-of-being-a-wallflower_453/index.html,£55.02,6 
The Mysterious Affair at Styles (Hercule Poirot #1),http://books.toscrape.com/catalogue/category../../the-mysterious-affair-at-styles-hercule-poirot-1_452/index.html,£24.80,6 
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,http://books.toscrape.com/catalogue/category../../the-man-who-mistook-his-wife-for-a-hat-and-other-clinical-tales_451/index.html,£59.45,6 
The Makings of a Fatherless Child,http://books.toscrape.com/catalogue/category../../the-makings-of-a-fatherless-child_450/index.html,£31.58,6 
The Joy of Cooking,http://books.toscrape.com/catalogue/category../../the-joy-of-cooking_449/index.html,£43.27,6 
The Invention of Wings,http://books.toscrape.com/catalogue/category../../the-invention-of-wings_448/index.html,£37.34,6 
The Hobbit (Middle-Earth Universe),http://books.toscrape.com/catalogue/category../../the-hobbit-middle-earth-universe_447/index.html,£17.80,6 
The Great Railway Bazaar,http://books.toscrape.com/catalogue/category../../the-great-railway-bazaar_446/index.html,£30.54,6 
The Golden Compass (His Dark Materials #1),http://books.toscrape.com/catalogue/category../../the-golden-compass-his-dark-materials-1_445/index.html,£18.77,6 
The God Delusion,http://books.toscrape.com/catalogue/category../../the-god-delusion_444/index.html,£46.85,6 
The Girl You Left Behind (The Girl You Left Behind #1),http://books.toscrape.com/catalogue/category../../the-girl-you-left-behind-the-girl-you-left-behind-1_443/index.html,£15.79,6 
The Fellowship of the Ring (The Lord of the Rings #1),http://books.toscrape.com/catalogue/category../../the-fellowship-of-the-ring-the-lord-of-the-rings-1_442/index.html,£10.27,6 
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),http://books.toscrape.com/catalogue/category../../the-collected-poems-of-wb-yeats-the-collected-works-of-wb-yeats-1_441/index.html,£15.42,6 
The Barefoot Contessa Cookbook,http://books.toscrape.com/catalogue/category../../the-barefoot-contessa-cookbook_440/index.html,£59.92,6 
Tell the Wolves I'm Home,http://books.toscrape.com/catalogue/category../../tell-the-wolves-im-home_439/index.html,£50.96,6 
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,http://books.toscrape.com/catalogue/category../../ship-leaves-harbor-essays-on-travel-by-a-recovering-journeyman_438/index.html,£30.60,6 
Pride and Prejudice,http://books.toscrape.com/catalogue/category../../pride-and-prejudice_437/index.html,£19.27,6 
Musicophilia: Tales of Music and the Brain,http://books.toscrape.com/catalogue/category../../musicophilia-tales-of-music-and-the-brain_436/index.html,£46.58,6 
Mere Christianity,http://books.toscrape.com/catalogue/category../../mere-christianity_435/index.html,£48.51,6 
Me Before You (Me Before You #1),http://books.toscrape.com/catalogue/category../../me-before-you-me-before-you-1_434/index.html,£19.02,6 
In the Woods (Dublin Murder Squad #1),http://books.toscrape.com/catalogue/category../../in-the-woods-dublin-murder-squad-1_433/index.html,£38.38,6 
In Cold Blood,http://books.toscrape.com/catalogue/category../../in-cold-blood_432/index.html,£49.98,6 
How to Stop Worrying and Start Living,http://books.toscrape.com/catalogue/category../../how-to-stop-worrying-and-start-living_431/index.html,£46.49,6 
Give It Back,http://books.toscrape.com/catalogue/category../../give-it-back_430/index.html,£18.32,6 
"Girl, Interrupted",http://books.toscrape.com/catalogue/category../../girl-interrupted_429/index.html,£42.14,6 
Fun Home: A Family Tragicomic,http://books.toscrape.com/catalogue/category../../fun-home-a-family-tragicomic_428/index.html,£56.59,6 
"Fruits Basket, Vol. 6 (Fruits Basket #6)",http://books.toscrape.com/catalogue/category../../fruits-basket-vol-6-fruits-basket-6_427/index.html,£20.96,6 
Deception Point,http://books.toscrape.com/catalogue/category../../deception-point_426/index.html,£40.32,6 
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",http://books.toscrape.com/catalogue/category../../death-note-vol-6-give-and-take-death-note-6_425/index.html,£36.39,6 
Catherine the Great: Portrait of a Woman,http://books.toscrape.com/catalogue/category../../catherine-the-great-portrait-of-a-woman_424/index.html,£58.55,6 
Better Homes and Gardens New Cook Book,http://books.toscrape.com/catalogue/category../../better-homes-and-gardens-new-cook-book_423/index.html,£39.61,6 
An Unquiet Mind: A Memoir of Moods and Madness,http://books.toscrape.com/catalogue/category../../an-unquiet-mind-a-memoir-of-moods-and-madness_422/index.html,£21.30,6 
